390,  -3.38465
395,  -2.97655
400,  -2.61139
405,  -2.30372
410,  -2.04131
415,  -1.84252
420,  -1.68886
425,  -1.57653
430,  -1.47049
435,  -1.37058
440,  -1.28615
445,  -1.22766
450,  -1.17493
455,  -1.12594
460,  -1.05509
465,  -0.95998
470,  -0.87207
475,  -0.80011
480,  -0.73454
485,  -0.67275
490,  -0.61198
495,  -0.53429
500,  -0.44809
505,  -0.35971
510,  -0.27530
515,  -0.19974
520,  -0.13716
525,  -0.09398
530,  -0.06171
535,  -0.03814
540,  -0.01696
545,  -0.00583
550,  -0.00348
555,  -0.00004
560,  -0.00253
565,  -0.00679
570,  -0.01599
575,  -0.03180
580,  -0.05567
585,  -0.07659
590,  -0.10333
595,  -0.13733
600,  -0.17728
605,  -0.22233
610,  -0.27476
615,  -0.33370
620,  -0.39886
625,  -0.46926
630,  -0.55345
635,  -0.64547
640,  -0.74109
645,  -0.84080
650,  -0.95416
655,  -1.07798
660,  -1.20743
665,  -1.34176
670,  -1.48068
675,  -1.62500
680,  -1.77518
685,  -1.93151
690,  -2.09488
695,  -2.25234
700,  -2.40967
705,  -2.56847
710,  -2.73242
715,  -2.89668
720,  -3.05711
725,  -3.21699
730,  -3.37375
735,  -3.52989
740,  -3.68637
745,  -3.83747
750,  -3.98913
755,  -4.13837
760,  -4.28537
765,  -4.43175
770,  -4.57537
775,  -4.71967
780,  -4.85922
785,  -4.99810
790,  -5.13579
795,  -5.27266
800,  -5.40679
805,  -5.53884
810,  -5.67178
815,  -5.80220
820,  -5.92954
825,  -6.05653
830,  -6.18220
