390,  -3.23355
391,  -3.15079
392,  -3.06895
393,  -2.98824
394,  -2.90885
395,  -2.83097
396,  -2.75481
397,  -2.68056
398,  -2.60843
399,  -2.53860
400,  -2.47128
401,  -2.40658
402,  -2.34430
403,  -2.28414
404,  -2.22581
405,  -2.16901
406,  -2.11356
407,  -2.05975
408,  -2.00795
409,  -1.95854
410,  -1.91193
411,  -1.86835
412,  -1.82757
413,  -1.78922
414,  -1.75295
415,  -1.71840
416,  -1.68529
417,  -1.65373
418,  -1.62387
419,  -1.59588
420,  -1.56993
421,  -1.54608
422,  -1.52392
423,  -1.50297
424,  -1.48274
425,  -1.46275
426,  -1.44260
427,  -1.42231
428,  -1.40201
429,  -1.38180
430,  -1.36179
431,  -1.34207
432,  -1.32269
433,  -1.30368
434,  -1.28507
435,  -1.26690
436,  -1.24924
437,  -1.23227
438,  -1.21618
439,  -1.20116
440,  -1.18743
441,  -1.17508
442,  -1.16387
443,  -1.15348
444,  -1.14358
445,  -1.13384
446,  -1.12403
447,  -1.11419
448,  -1.10448
449,  -1.09502
450,  -1.08597
451,  -1.07738
452,  -1.06900
453,  -1.06049
454,  -1.05153
455,  -1.04178
456,  -1.03097
457,  -1.01899
458,  -1.00581
459,  -0.99138
460,  -0.97568
461,  -0.95873
462,  -0.94083
463,  -0.92237
464,  -0.90372
465,  -0.88526
466,  -0.86731
467,  -0.84997
468,  -0.83328
469,  -0.81727
470,  -0.80200
471,  -0.78747
472,  -0.77359
473,  -0.76024
474,  -0.74729
475,  -0.73463
476,  -0.72214
477,  -0.70981
478,  -0.69762
479,  -0.68555
480,  -0.67361
481,  -0.66179
482,  -0.65011
483,  -0.63862
484,  -0.62734
485,  -0.61632
486,  -0.60554
487,  -0.59478
488,  -0.58378
489,  -0.57228
490,  -0.56001
491,  -0.54677
492,  -0.53267
493,  -0.51785
494,  -0.50248
495,  -0.48673
496,  -0.47073
497,  -0.45452
498,  -0.43813
499,  -0.42158
500,  -0.40489
501,  -0.38809
502,  -0.37122
503,  -0.35435
504,  -0.33754
505,  -0.32083
506,  -0.30430
507,  -0.28798
508,  -0.27191
509,  -0.25614
510,  -0.24070
511,  -0.22564
512,  -0.21096
513,  -0.19668
514,  -0.18282
515,  -0.16937
516,  -0.15639
517,  -0.14395
518,  -0.13216
519,  -0.12114
520,  -0.11099
521,  -0.10178
522,  -0.09341
523,  -0.08574
524,  -0.07864
525,  -0.07197
526,  -0.06561
527,  -0.05958
528,  -0.05391
529,  -0.04865
530,  -0.04381
531,  -0.03943
532,  -0.03540
533,  -0.03162
534,  -0.02796
535,  -0.02432
536,  -0.02061
537,  -0.01692
538,  -0.01337
539,  -0.01008
540,  -0.00718
541,  -0.00477
542,  -0.00285
543,  -0.00143
544,  -0.00050
545,  -0.00005
546,  -0.00005
547,  -0.00036
548,  -0.00084
549,  -0.00133
550,  -0.00167
551,  -0.00177
552,  -0.00172
553,  -0.00167
554,  -0.00177
555,  -0.00216
556,  -0.00296
557,  -0.00411
558,  -0.00549
559,  -0.00700
560,  -0.00855
561,  -0.01004
562,  -0.01154
563,  -0.01310
564,  -0.01479
565,  -0.01667
566,  -0.01880
567,  -0.02119
568,  -0.02380
569,  -0.02664
570,  -0.02969
571,  -0.03295
572,  -0.03647
573,  -0.04033
574,  -0.04458
575,  -0.04930
576,  -0.05451
577,  -0.06006
578,  -0.06577
579,  -0.07146
580,  -0.07692
581,  -0.08204
582,  -0.08691
583,  -0.09169
584,  -0.09652
585,  -0.10158
586,  -0.10698
587,  -0.11275
588,  -0.11885
589,  -0.12528
590,  -0.13201
591,  -0.13902
592,  -0.14630
593,  -0.15384
594,  -0.16163
595,  -0.16968
596,  -0.17797
597,  -0.18649
598,  -0.19523
599,  -0.20416
600,  -0.21326
601,  -0.22254
602,  -0.23200
603,  -0.24169
604,  -0.25165
605,  -0.26191
606,  -0.27252
607,  -0.28344
608,  -0.29467
609,  -0.30617
610,  -0.31792
611,  -0.32990
612,  -0.34213
613,  -0.35461
614,  -0.36736
615,  -0.38040
616,  -0.39373
617,  -0.40732
618,  -0.42110
619,  -0.43504
620,  -0.44909
621,  -0.46321
622,  -0.47752
623,  -0.49216
624,  -0.50726
625,  -0.52297
626,  -0.53940
627,  -0.55647
628,  -0.57410
629,  -0.59219
630,  -0.61062
631,  -0.62930
632,  -0.64821
633,  -0.66732
634,  -0.68661
635,  -0.70607
636,  -0.72567
637,  -0.74540
638,  -0.76523
639,  -0.78513
640,  -0.80510
641,  -0.82512
642,  -0.84531
643,  -0.86579
644,  -0.88670
645,  -0.90819
646,  -0.93035
647,  -0.95316
648,  -0.97657
649,  -1.00050
650,  -1.02490
651,  -1.04971
652,  -1.07487
653,  -1.10034
654,  -1.12608
655,  -1.15205
656,  -1.17822
657,  -1.20457
658,  -1.23112
659,  -1.25786
660,  -1.28480
661,  -1.31195
662,  -1.33929
663,  -1.36682
664,  -1.39453
665,  -1.42242
666,  -1.45047
667,  -1.47871
668,  -1.50713
669,  -1.53575
670,  -1.56458
671,  -1.59363
672,  -1.62291
673,  -1.65241
674,  -1.68215
675,  -1.71214
676,  -1.74237
677,  -1.77284
678,  -1.80353
679,  -1.83442
680,  -1.86551
681,  -1.89680
682,  -1.92833
683,  -1.96017
684,  -1.99238
685,  -2.02503
686,  -2.05814
687,  -2.09156
688,  -2.12506
689,  -2.15847
690,  -2.19156
691,  -2.22420
692,  -2.25645
693,  -2.28844
