390,  0.639125,  0.360875,  0.866905
395,  0.633010,  0.366990,  0.845312
400,  0.625163,  0.374837,  0.867016
405,  0.617813,  0.382187,  0.922837
410,  0.609222,  0.390778,  0.959677
415,  0.591529,  0.408471,  0.993795
420,  0.572382,  0.427618,  0.994461
425,  0.549345,  0.450655,  0.952645
430,  0.528967,  0.471033,  0.887976
435,  0.508497,  0.491503,  0.794304
440,  0.494152,  0.505848,  0.717245
445,  0.482114,  0.517886,  0.627182
450,  0.473799,  0.526201,  0.535238
455,  0.469763,  0.530237,  0.430529
460,  0.466648,  0.533352,  0.334460
465,  0.467386,  0.532614,  0.252134
470,  0.470621,  0.529379,  0.180296
475,  0.476223,  0.523777,  0.122050
480,  0.483057,  0.516943,  0.079326
485,  0.490166,  0.509834,  0.051176
490,  0.497921,  0.502079,  0.032470
495,  0.506281,  0.493719,  0.020572
500,  0.515002,  0.484998,  0.012908
505,  0.523064,  0.476936,  0.007621
510,  0.531198,  0.468802,  0.004293
515,  0.539739,  0.460261,  0.002539
520,  0.547502,  0.452498,  0.001500
525,  0.555743,  0.444257,  0.000902
530,  0.564203,  0.435797,  0.000544
535,  0.572593,  0.427407,  0.000331
540,  0.581862,  0.418138,  0.000198
545,  0.591635,  0.408365,  0.000120
550,  0.601979,  0.398021,  0.000074
555,  0.613449,  0.386551,  0.000045
560,  0.627010,  0.372990,  0.000028
565,  0.641612,  0.358388,  0.000017
570,  0.658969,  0.341031,  0.000011
575,  0.678155,  0.321845,  0.000007
580,  0.699942,  0.300058,  0.000005
585,  0.724016,  0.275984,  0.000003
590,  0.747495,  0.252505,  0.000002
595,  0.772029,  0.227971,  0.000001
600,  0.796749,  0.203251,  0.000001
605,  0.821429,  0.178571,  0.000001
610,  0.843853,  0.156147,  0.000001
615,  0.863874,  0.136126,  0.000000
620,  0.881924,  0.118076,  0.000000
625,  0.898114,  0.101886,  0.000000
630,  0.910244,  0.089756,  0.000000
635,  0.920539,  0.079461,  0.000000
640,  0.930039,  0.069961,  0.000000
645,  0.938938,  0.061062,  0.000000
650,  0.943834,  0.056166,  0.000000
655,  0.948204,  0.051796,  0.000000
660,  0.952428,  0.047572,  0.000000
665,  0.955871,  0.044129,  0.000000
670,  0.957999,  0.042001,  0.000000
675,  0.959512,  0.040488,  0.000000
680,  0.960576,  0.039424,  0.000000
685,  0.961304,  0.038696,  0.000000
690,  0.961740,  0.038260,  0.000000
695,  0.962040,  0.037960,  0.000000
700,  0.962088,  0.037912,  0.000000
705,  0.962090,  0.037910,  0.000000
710,  0.961945,  0.038055,  0.000000
715,  0.961585,  0.038415,  0.000000
720,  0.961210,  0.038790,  0.000000
725,  0.960753,  0.039247,  0.000000
730,  0.960250,  0.039750,  0.000000
735,  0.959709,  0.040291,  0.000000
740,  0.959011,  0.040989,  0.000000
745,  0.958185,  0.041815,  0.000000
750,  0.957362,  0.042638,  0.000000
755,  0.956531,  0.043469,  0.000000
760,  0.955640,  0.044360,  0.000000
765,  0.954795,  0.045205,  0.000000
770,  0.953995,  0.046005,  0.000000
775,  0.953151,  0.046849,  0.000000
780,  0.952246,  0.047754,  0.000000
785,  0.951301,  0.048699,  0.000000
790,  0.950332,  0.049668,  0.000000
795,  0.949311,  0.050689,  0.000000
800,  0.948125,  0.051875,  0.000000
805,  0.946897,  0.053103,  0.000000
810,  0.945663,  0.054337,  0.000000
815,  0.944427,  0.055573,  0.000000
820,  0.943261,  0.056739,  0.000000
825,  0.942237,  0.057763,  0.000000
830,  0.941397,  0.058603,  0.000000
