390,  -3.38975,  -3.44584,  -2.21164
391,  -3.30358,  -3.35787,  -2.12826
392,  -3.21845,  -3.27065,  -2.04496
393,  -3.13452,  -3.18438,  -1.96189
394,  -3.05196,  -3.09928,  -1.87925
395,  -2.97094,  -3.01555,  -1.79720
396,  -2.89164,  -2.93341,  -1.71591
397,  -2.81422,  -2.85306,  -1.63557
398,  -2.73887,  -2.77471,  -1.55635
399,  -2.66576,  -2.69858,  -1.47842
400,  -2.59504,  -2.62487,  -1.40197
401,  -2.52683,  -2.55372,  -1.32716
402,  -2.46093,  -2.48496,  -1.25414
403,  -2.39708,  -2.41832,  -1.18301
404,  -2.33501,  -2.35358,  -1.11389
405,  -2.27446,  -2.29046,  -1.04691
406,  -2.21528,  -2.22881,  -0.98218
407,  -2.15783,  -2.16877,  -0.91983
408,  -2.10257,  -2.11055,  -0.85998
409,  -2.04998,  -2.05439,  -0.80276
410,  -2.00051,  -2.00050,  -0.74829
411,  -1.95447,  -1.94903,  -0.69664
412,  -1.91148,  -1.89980,  -0.64764
413,  -1.87103,  -1.85256,  -0.60108
414,  -1.83255,  -1.80703,  -0.55673
415,  -1.79553,  -1.76297,  -0.51436
416,  -1.75956,  -1.72018,  -0.47384
417,  -1.72480,  -1.67872,  -0.43536
418,  -1.69156,  -1.63872,  -0.39916
419,  -1.66015,  -1.60030,  -0.36552
420,  -1.63086,  -1.56358,  -0.33471
421,  -1.60387,  -1.52862,  -0.30684
422,  -1.57879,  -1.49520,  -0.28149
423,  -1.55511,  -1.46302,  -0.25811
424,  -1.53232,  -1.43182,  -0.23612
425,  -1.50990,  -1.40129,  -0.21498
426,  -1.48745,  -1.37120,  -0.19425
427,  -1.46507,  -1.34154,  -0.17415
428,  -1.44295,  -1.31233,  -0.15501
429,  -1.42130,  -1.28361,  -0.13717
430,  -1.40032,  -1.25541,  -0.12097
431,  -1.38017,  -1.22777,  -0.10663
432,  -1.36078,  -1.20078,  -0.09384
433,  -1.34205,  -1.17455,  -0.08218
434,  -1.32387,  -1.14918,  -0.07121
435,  -1.30612,  -1.12477,  -0.06049
436,  -1.28875,  -1.10140,  -0.04975
437,  -1.27186,  -1.07911,  -0.03932
438,  -1.25563,  -1.05791,  -0.02966
439,  -1.24021,  -1.03781,  -0.02126
440,  -1.22576,  -1.01881,  -0.01459
441,  -1.21237,  -1.00088,  -0.00995
442,  -1.19977,  -0.98378,  -0.00699
443,  -1.18763,  -0.96724,  -0.00518
444,  -1.17560,  -0.95098,  -0.00399
445,  -1.16334,  -0.93472,  -0.00290
446,  -1.15060,  -0.91827,  -0.00158
447,  -1.13757,  -0.90183,  -0.00042
448,  -1.12449,  -0.88569,  -0.00001
449,  -1.11164,  -0.87013,  -0.00094
450,  -1.09928,  -0.85545,  -0.00378
451,  -1.08758,  -0.84181,  -0.00893
452,  -1.07633,  -0.82891,  -0.01597
453,  -1.06520,  -0.81634,  -0.02431
454,  -1.05388,  -0.80367,  -0.03335
455,  -1.04206,  -0.79047,  -0.04252
456,  -1.02947,  -0.77642,  -0.05134
457,  -1.01611,  -0.76159,  -0.05981
458,  -1.00204,  -0.74614,  -0.06803
459,  -0.98732,  -0.73021,  -0.07614
460,  -0.97198,  -0.71399,  -0.08422
461,  -0.95613,  -0.69762,  -0.09242
462,  -0.93995,  -0.68128,  -0.10104
463,  -0.92366,  -0.66512,  -0.11038
464,  -0.90749,  -0.64930,  -0.12076
465,  -0.89165,  -0.63400,  -0.13251
466,  -0.87632,  -0.61932,  -0.14586
467,  -0.86148,  -0.60527,  -0.16080
468,  -0.84705,  -0.59178,  -0.17725
469,  -0.83296,  -0.57882,  -0.19513
470,  -0.81916,  -0.56632,  -0.21435
471,  -0.80555,  -0.55425,  -0.23482
472,  -0.79209,  -0.54249,  -0.25644
473,  -0.77868,  -0.53095,  -0.27909
474,  -0.76526,  -0.51953,  -0.30268
475,  -0.75174,  -0.50812,  -0.32708
476,  -0.73808,  -0.49663,  -0.35218
477,  -0.72426,  -0.48504,  -0.37779
478,  -0.71031,  -0.47336,  -0.40373
479,  -0.69624,  -0.46158,  -0.42980
480,  -0.68206,  -0.44969,  -0.45580
481,  -0.66781,  -0.43773,  -0.48161
482,  -0.65360,  -0.42580,  -0.50743
483,  -0.63957,  -0.41408,  -0.53352
484,  -0.62583,  -0.40269,  -0.56013
485,  -0.61253,  -0.39181,  -0.58754
486,  -0.59973,  -0.38150,  -0.61590
487,  -0.58721,  -0.37155,  -0.64492
488,  -0.57471,  -0.36166,  -0.67423
489,  -0.56193,  -0.35155,  -0.70342
490,  -0.54859,  -0.34090,  -0.73213
491,  -0.53451,  -0.32954,  -0.76007
492,  -0.51986,  -0.31762,  -0.78741
493,  -0.50491,  -0.30546,  -0.81443
494,  -0.48994,  -0.29333,  -0.84138
495,  -0.47523,  -0.28152,  -0.86854
496,  -0.46100,  -0.27027,  -0.89616
