0	1	2	3	4	5	6
1.0	0.6783982695470923	10.949239550126356	10.949239550126356	59364505255573.93	59364505255573.93	8332147.4347716505
4283267625.581852	1.0	18.7924854008321	18.7924854008321	54714869457316.914	54714869457316.914	7679594.290722906
286103617.3522563	0.064639208201744	1.0	1.0	3371231241303.448	3371231241303.448	473175.63872014463
286103617.3522563	0.064639208201744	1.0	1.0	3371231241303.448	3371231241303.448	473175.63872014463
30722300434.31733	4.234815141647065	69.25321725655878	69.25321725655878	1.0	1.0	0.02246964251960667
30722300434.31733	4.234815141647065	69.25321725655878	69.25321725655878	1.0	1.0	0.02246964251960667
2.165780908874159e+17	29786125.36274139	487948154.39036596	487948154.39036596	9008980.198775845	9008980.198775845	1.0
