-1.000000000000000000e+01 1.229667759999999959e+02 -1.323535660000000007e+02 6.114800449999999898e+01 -1.595135119999999915e+02 6.303778930000000003e+00 -2.028455899999999872e+02
-9.900000000000000355e+00 1.214097220000000021e+02 -1.310593900000000076e+02 6.067171809999999965e+01 -1.580198369999999954e+02 6.384245889999999868e+00 -2.010112459999999999e+02
-9.800000000000000711e+00 1.198615120000000047e+02 -1.297653970000000072e+02 6.019349780000000294e+01 -1.565223180000000127e+02 6.463233699999999970e+00 -1.991708429999999908e+02
-9.700000000000001066e+00 1.183220579999999984e+02 -1.284715640000000008e+02 5.971331779999999867e+01 -1.550210040000000049e+02 6.540696549999999831e+00 -1.973244430000000023e+02
-9.600000000000001421e+00 1.167912749999999988e+02 -1.271778680000000037e+02 5.923115260000000148e+01 -1.535159449999999879e+02 6.616588649999999738e+00 -1.954721089999999890e+02
-9.500000000000001776e+00 1.152690769999999958e+02 -1.258842870000000005e+02 5.874697640000000121e+01 -1.520071930000000009e+02 6.690864190000000100e+00 -1.936139029999999934e+02
-9.400000000000002132e+00 1.137553809999999999e+02 -1.245907990000000041e+02 5.826076359999999710e+01 -1.504947990000000004e+02 6.763477339999999671e+00 -1.917498860000000036e+02
-9.300000000000002487e+00 1.122501029999999957e+02 -1.232973819999999989e+02 5.777248850000000147e+01 -1.489788130000000024e+02 6.834382309999999627e+00 -1.898801220000000001e+02
-9.200000000000002842e+00 1.107531610000000057e+02 -1.220040130000000005e+02 5.728212520000000296e+01 -1.474592859999999916e+02 6.903533300000000317e+00 -1.880046739999999943e+02
-9.100000000000003197e+00 1.092644750000000045e+02 -1.207106699999999933e+02 5.678964810000000085e+01 -1.459362710000000050e+02 6.970884520000000251e+00 -1.861236030000000028e+02
-9.000000000000003553e+00 1.077839630000000000e+02 -1.194173310000000043e+02 5.629503129999999800e+01 -1.444098189999999988e+02 7.036390210000000422e+00 -1.842369740000000036e+02
-8.900000000000003908e+00 1.063115460000000070e+02 -1.181239719999999949e+02 5.579824909999999960e+01 -1.428799809999999866e+02 7.100004649999999806e+00 -1.823448490000000106e+02
-8.800000000000004263e+00 1.048471449999999976e+02 -1.168305720000000036e+02 5.529927560000000142e+01 -1.413468110000000024e+02 7.161682120000000040e+00 -1.804472920000000045e+02
-8.700000000000004619e+00 1.033906829999999957e+02 -1.155371080000000035e+02 5.479808510000000155e+01 -1.398103610000000003e+02 7.221376959999999734e+00 -1.785443659999999966e+02
-8.600000000000004974e+00 1.019420839999999941e+02 -1.142435559999999981e+02 5.429465189999999808e+01 -1.382706819999999936e+02 7.279043569999999796e+00 -1.766361349999999959e+02
-8.500000000000005329e+00 1.005012700000000052e+02 -1.129498949999999979e+02 5.378895010000000099e+01 -1.367278290000000140e+02 7.334636380000000067e+00 -1.747226630000000114e+02
-8.400000000000005684e+00 9.906816680000000019e+01 -1.116561020000000042e+02 5.328095400000000126e+01 -1.351818550000000130e+02 7.388109880000000018e+00 -1.728040139999999951e+02
-8.300000000000006040e+00 9.764270009999999900e+01 -1.103621540000000039e+02 5.277063799999999816e+01 -1.336328110000000038e+02 7.439418619999999649e+00 -1.708802530000000104e+02
-8.200000000000006395e+00 9.622479629999999418e+01 -1.090680279999999982e+02 5.225797620000000165e+01 -1.320807529999999872e+02 7.488517230000000247e+00 -1.689514419999999859e+02
-8.100000000000006750e+00 9.481438260000000184e+01 -1.077737010000000026e+02 5.174294299999999680e+01 -1.305257339999999999e+02 7.535360410000000009e+00 -1.670176480000000083e+02
-8.000000000000007105e+00 9.341138700000000483e+01 -1.064791500000000042e+02 5.122551279999999707e+01 -1.289678079999999909e+02 7.579902930000000261e+00 -1.650789350000000013e+02
-7.900000000000007461e+00 9.201573829999999532e+01 -1.051843530000000015e+02 5.070566000000000173e+01 -1.274070289999999943e+02 7.622099659999999943e+00 -1.631353670000000022e+02
-7.800000000000007816e+00 9.062736610000000326e+01 -1.038892850000000010e+02 5.018335900000000294e+01 -1.258434510000000017e+02 7.661905550000000176e+00 -1.611870099999999866e+02
-7.700000000000008171e+00 8.924620070000000283e+01 -1.025939249999999987e+02 4.965858450000000346e+01 -1.242771280000000047e+02 7.699275659999999633e+00 -1.592339279999999917e+02
-7.600000000000008527e+00 8.787217320000000598e+01 -1.012982480000000010e+02 4.913131080000000139e+01 -1.227081170000000014e+02 7.734165139999999994e+00 -1.572761869999999931e+02
