-1.000000000000000000e+00 9.874083230000000100e+00 1.218718079999999981e-01
-9.899999999999999911e-01 9.775322640000000618e+00 1.194460759999999983e-01
-9.799999999999999822e-01 9.676562649999999266e+00 1.170447430000000066e-01
-9.699999999999999734e-01 9.577803250000000546e+00 1.146678079999999961e-01
-9.599999999999999645e-01 9.479044430000000077e+00 1.123152699999999948e-01
-9.499999999999999556e-01 9.380286189999999635e+00 1.099871290000000029e-01
-9.399999999999999467e-01 9.281528520000000171e+00 1.076833839999999931e-01
-9.299999999999999378e-01 9.182771410000000856e+00 1.054040349999999931e-01
-9.199999999999999289e-01 9.084014870000000741e+00 1.031490800000000041e-01
-9.099999999999999201e-01 8.985258879999999948e+00 1.009185209999999971e-01
-8.999999999999999112e-01 8.886503440000000253e+00 9.871235520000000430e-02
-8.899999999999999023e-01 8.787748540000000830e+00 9.653058300000000314e-02
-8.799999999999998934e-01 8.688994170000000850e+00 9.437320389999999393e-02
-8.699999999999998845e-01 8.590240339999999364e+00 9.224021709999999374e-02
-8.599999999999998757e-01 8.491487019999999220e+00 9.013162219999999725e-02
-8.499999999999998668e-01 8.392734230000000295e+00 8.804741870000000470e-02
-8.399999999999998579e-01 8.293981940000000108e+00 8.598760610000000248e-02
-8.299999999999998490e-01 8.195230170000000314e+00 8.395218390000000475e-02
-8.199999999999998401e-01 8.096478890000000206e+00 8.194115150000000347e-02
-8.099999999999998312e-01 7.997728099999999785e+00 7.995450849999999332e-02
-7.999999999999998224e-01 7.898977799999999938e+00 7.799225440000000231e-02
-7.899999999999998135e-01 7.800227989999999778e+00 7.605438870000000295e-02
-7.799999999999998046e-01 7.701478640000000375e+00 7.414091100000000378e-02
-7.699999999999997957e-01 7.602729769999999831e+00 7.225182080000000506e-02
-7.599999999999997868e-01 7.503981360000000045e+00 7.038711759999999318e-02
-7.499999999999997780e-01 7.405233410000000127e+00 6.854680089999999615e-02
-7.399999999999997691e-01 7.306485910000000139e+00 6.673087040000000303e-02
-7.299999999999997602e-01 7.207738850000000141e+00 6.493932550000000581e-02
-7.199999999999997513e-01 7.108992240000000074e+00 6.317216589999999354e-02
-7.099999999999997424e-01 7.010246060000000057e+00 6.142939110000000119e-02
-6.999999999999997335e-01 6.911500300000000152e+00 5.971100070000000259e-02
-6.899999999999997247e-01 6.812754970000000299e+00 5.801699429999999935e-02
-6.799999999999997158e-01 6.714010049999999730e+00 5.634737139999999866e-02
-6.699999999999997069e-01 6.615265540000000222e+00 5.470213160000000213e-02
-6.599999999999996980e-01 6.516521430000000059e+00 5.308127459999999881e-02
-6.499999999999996891e-01 6.417777720000000130e+00 5.148479990000000284e-02
-6.399999999999996803e-01 6.319034399999999607e+00 4.991270720000000327e-02
-6.299999999999996714e-01 6.220291460000000328e+00 4.836499610000000171e-02
-6.199999999999996625e-01 6.121548909999999566e+00 4.684166619999999975e-02
-6.099999999999996536e-01 6.022806730000000108e+00 4.534271709999999900e-02
-5.999999999999996447e-01 5.924064910000000239e+00 4.386814840000000104e-02
-5.899999999999996358e-01 5.825323459999999898e+00 4.241795990000000321e-02
-5.799999999999996270e-01 5.726582360000000094e+00 4.099215109999999884e-02
-5.699999999999996181e-01 5.627841609999999939e+00 3.959072169999999780e-02
-5.599999999999996092e-01 5.529101200000000382e+00 3.821367140000000301e-02
-5.499999999999996003e-01 5.430361129999999648e+00 3.686099980000000220e-02
-5.399999999999995914e-01 5.331621389999999572e+00 3.553270659999999831e-02
-5.299999999999995826e-01 5.232881970000000216e+00 3.422879150000000120e-02
-5.199999999999995737e-01 5.134142879999999742e+00 3.294925409999999860e-02
-5.099999999999995648e-01 5.035404090000000110e+00 3.169409420000000172e-02
-4.999999999999995559e-01 4.936665620000000310e+00 3.046331140000000173e-02
-4.899999999999995470e-01 4.837927439999999635e+00 2.925690549999999945e-02
-4.799999999999995381e-01 4.739189559999999801e+00 2.807487609999999995e-02
-4.699999999999995293e-01 4.640451969999999982e+00 2.691722289999999920e-02
-4.599999999999995204e-01 4.541714660000000237e+00 2.578394570000000149e-02
-4.499999999999995115e-01 4.442977629999999678e+00 2.467504419999999934e-02
-4.399999999999995026e-01 4.344240860000000204e+00 2.359051820000000049e-02
-4.299999999999994937e-01 4.245504369999999916e+00 2.253036729999999960e-02
-4.199999999999994849e-01 4.146768129999999886e+00 2.149459130000000093e-02
-4.099999999999994760e-01 4.048032140000000112e+00 2.048318990000000048e-02
-3.999999999999994671e-01 3.949296400000000151e+00 1.949616300000000038e-02
-3.899999999999994582e-01 3.850560900000000064e+00 1.853351019999999877e-02
-3.799999999999994493e-01 3.751825639999999851e+00 1.759523129999999991e-02
-3.699999999999994404e-01 3.653090600000000077e+00 1.668132619999999899e-02
-3.599999999999994316e-01 3.554355789999999793e+00 1.579179450000000109e-02
-3.499999999999994227e-01 3.455621190000000009e+00 1.492663609999999967e-02
-3.399999999999994138e-01 3.356886810000000221e+00 1.408585069999999939e-02
-3.299999999999994049e-01 3.258152630000000105e+00 1.326943820000000065e-02
-3.199999999999993960e-01 3.159418640000000167e+00 1.247739829999999946e-02
-3.099999999999993872e-01 3.060684849999999901e+00 1.170973089999999966e-02
-2.999999999999993783e-01 2.961951249999999813e+00 1.096643580000000034e-02
-2.899999999999993694e-01 2.863217820000000025e+00 1.024751269999999922e-02
-2.799999999999993605e-01 2.764484579999999969e+00 9.552961540000000015e-03
-2.699999999999993516e-01 2.665751489999999890e+00 8.882782129999999138e-03
-2.599999999999993427e-01 2.567018580000000050e+00 8.236974290000000781e-03
-2.499999999999993339e-01 2.468285809999999802e+00 7.615537870000000341e-03
-2.399999999999993250e-01 2.369553199999999915e+00 7.018472710000000191e-03
-2.299999999999993161e-01 2.270820740000000004e+00 6.445778679999999983e-03
-2.199999999999993072e-01 2.172088410000000192e+00 5.897455640000000276e-03
-2.099999999999992983e-01 2.073356210000000033e+00 5.373503439999999937e-03
-1.999999999999992895e-01 1.974624139999999972e+00 4.873921960000000310e-03
-1.899999999999992806e-01 1.875892190000000070e+00 4.398711090000000101e-03
-1.799999999999992717e-01 1.777160349999999944e+00 3.947870699999999830e-03
-1.699999999999992628e-01 1.678428629999999977e+00 3.521400679999999936e-03
-1.599999999999992539e-01 1.579696999999999907e+00 3.119300929999999951e-03
-1.499999999999992450e-01 1.480965469999999895e+00 2.741571359999999801e-03
-1.399999999999992362e-01 1.382234030000000002e+00 2.388211869999999886e-03
-1.299999999999992273e-01 1.283502680000000007e+00 2.059222370000000132e-03
-1.199999999999992184e-01 1.184771400000000030e+00 1.754602779999999990e-03
-1.099999999999992095e-01 1.086040200000000011e+00 1.474353039999999919e-03
-9.999999999999920064e-02 9.873090629999999868e-01 1.218473070000000019e-03
-8.999999999999919176e-02 8.885779849999999591e-01 9.869628039999999054e-04
-7.999999999999918288e-02 7.898469609999999586e-01 7.798221929999999899e-04
-6.999999999999917399e-02 6.911159860000000155e-01 5.970511850000000467e-04
-5.999999999999916511e-02 5.923850529999999948e-01 4.386497339999999886e-04
-4.999999999999915623e-02 4.936541549999999834e-01 3.046178030000000177e-04
-3.999999999999914735e-02 3.949232879999999835e-01 1.949553579999999987e-04
-2.999999999999913847e-02 2.961924450000000264e-01 1.096623729999999950e-04
-1.999999999999912959e-02 1.974616200000000044e-01 4.873882769999999669e-05
-9.999999999999120703e-03 9.873080700000000376e-02 1.218470620000000004e-05
8.881784197001252323e-16 -8.769057129999999479e-15 0.000000000000000000e+00
1.000000000000089706e-02 -9.873080700000000376e-02 1.218470620000000004e-05
2.000000000000090594e-02 -1.974616200000000044e-01 4.873882769999999669e-05
3.000000000000091482e-02 -2.961924450000000264e-01 1.096623729999999950e-04
4.000000000000092371e-02 -3.949232879999999835e-01 1.949553579999999987e-04
5.000000000000093259e-02 -4.936541549999999834e-01 3.046178030000000177e-04
6.000000000000094147e-02 -5.923850529999999948e-01 4.386497339999999886e-04
7.000000000000095035e-02 -6.911159860000000155e-01 5.970511850000000467e-04
8.000000000000095923e-02 -7.898469609999999586e-01 7.798221929999999899e-04
9.000000000000096811e-02 -8.885779849999999591e-01 9.869628039999999054e-04
1.000000000000009770e-01 -9.873090629999999868e-01 1.218473070000000019e-03
1.100000000000009859e-01 -1.086040200000000011e+00 1.474353039999999919e-03
1.200000000000009948e-01 -1.184771400000000030e+00 1.754602779999999990e-03
1.300000000000010036e-01 -1.283502680000000007e+00 2.059222370000000132e-03
1.400000000000010125e-01 -1.382234030000000002e+00 2.388211869999999886e-03
1.500000000000010214e-01 -1.480965469999999895e+00 2.741571359999999801e-03
1.600000000000010303e-01 -1.579696999999999907e+00 3.119300929999999951e-03
1.700000000000010392e-01 -1.678428629999999977e+00 3.521400679999999936e-03
1.800000000000010481e-01 -1.777160349999999944e+00 3.947870699999999830e-03
1.900000000000010569e-01 -1.875892190000000070e+00 4.398711090000000101e-03
2.000000000000010658e-01 -1.974624139999999972e+00 4.873921960000000310e-03
2.100000000000010747e-01 -2.073356210000000033e+00 5.373503439999999937e-03
2.200000000000010836e-01 -2.172088410000000192e+00 5.897455640000000276e-03
2.300000000000010925e-01 -2.270820740000000004e+00 6.445778679999999983e-03
2.400000000000011013e-01 -2.369553199999999915e+00 7.018472710000000191e-03
2.500000000000011102e-01 -2.468285809999999802e+00 7.615537870000000341e-03
2.600000000000011191e-01 -2.567018580000000050e+00 8.236974290000000781e-03
2.700000000000011280e-01 -2.665751489999999890e+00 8.882782129999999138e-03
2.800000000000011369e-01 -2.764484579999999969e+00 9.552961540000000015e-03
2.900000000000011458e-01 -2.863217820000000025e+00 1.024751269999999922e-02
3.000000000000011546e-01 -2.961951249999999813e+00 1.096643580000000034e-02
3.100000000000011635e-01 -3.060684849999999901e+00 1.170973089999999966e-02
3.200000000000011724e-01 -3.159418640000000167e+00 1.247739829999999946e-02
3.300000000000011813e-01 -3.258152630000000105e+00 1.326943820000000065e-02
3.400000000000011902e-01 -3.356886810000000221e+00 1.408585069999999939e-02
3.500000000000011990e-01 -3.455621190000000009e+00 1.492663609999999967e-02
