0.000000000000000000e+00 -2.736955983463849051e+00 2.388299673654446842e+00 2.661694911891581583e+00 2.045176958056401872e+00 -2.301493599999999873e+01 -7.560649479999999301e+01 -1.842218430000000140e+01 -1.699292489999999987e+02
1.000000000000000000e+00 4.680959962133757202e+00 2.722495017806780382e+00 1.739792533849548128e+00 2.599881761565415950e+00 -1.911026150000000001e+01 8.702447039999999845e+01 -4.783011459999999992e+00 1.395640679999999918e+02
2.000000000000000000e+00 -2.258233523647406926e+00 -3.226991121657005746e+00 2.260945895181011522e+00 -5.157259603438379969e-01 4.649014449999999954e+01 -6.166255340000000018e+01 7.930780679999999450e+01 -1.394957939999999894e+02
3.000000000000000000e+00 -4.642880973156515267e+00 3.721400499675800333e+00 -2.809459402486144342e+00 -1.642302160931014221e+00 -7.115555820000000153e+01 -7.539351560000000063e+01 -1.498656039999999905e+02 -1.057414069999999953e+02
4.000000000000000000e+00 -1.974480794236966652e+00 1.144984296510553889e-01 6.421248429261261492e-01 4.930905975756274984e+00 3.306165029999999661e+01 -4.619546420000000353e+01 1.185567060000000055e+02 -9.257187310000000480e+01
5.000000000000000000e+00 -2.201617045329621547e+00 -4.467019010160653281e+00 4.196476975331941972e-01 1.676860815735679466e+00 8.143252979999999752e+01 -4.585526080000000348e+01 1.688985739999999964e+02 -8.899877700000000402e+01
6.000000000000000000e+00 -2.178884704118739801e+00 -1.032618269099083719e-01 2.920738311139451149e+00 1.461129016621040222e+00 1.197950039999999916e+01 -6.690742439999999647e+01 3.905111279999999851e+01 -1.569566419999999880e+02
7.000000000000000000e+00 4.165926230836189958e-01 -2.231256034794081522e+00 -3.749757000065824464e+00 1.529866964168848043e+00 4.394256670000000042e+01 3.626667789999999769e+01 9.867957889999999566e+01 1.104571380000000005e+02
8.000000000000000000e+00 -1.786458022698234060e-01 2.148762180131913446e+00 -2.863043677293566347e+00 1.562100227802766028e+00 -2.099610249999999922e+01 1.707444509999999838e+01 -2.034585119999999847e+01 6.474172939999999699e+01
9.000000000000000000e+00 -2.243754979646822356e+00 -2.172195957551776857e+00 -3.995216070247291640e+00 1.760060694006759796e+00 4.566608999999999696e+01 -1.827154549999999844e+01 1.045929450000000003e+02 1.303622879999999995e+01
1.000000000000000000e+01 -4.198743732464485845e+00 1.922771147720733431e+00 -2.909246342650400940e+00 -2.851794285305365939e+00 -5.039152860000000089e+01 -6.719746299999999906e+01 -1.259775740000000042e+02 -8.963743300000000147e+01
1.100000000000000000e+01 -3.843129765704291767e+00 -4.268588940494134398e+00 6.226374620751915501e-01 2.034365741723779486e+00 8.332335639999999444e+01 -8.295499379999999690e+01 1.765804719999999861e+02 -1.594597300000000075e+02
1.200000000000000000e+01 -4.149210253599184384e+00 -2.061624811720053962e+00 -2.172967535144219031e+00 8.871319425409378567e-01 3.887715239999999994e+01 -7.103362049999999783e+01 8.168366969999999583e+01 -1.050509980000000070e+02
1.300000000000000000e+01 -3.298262672491290015e+00 4.103605827740196332e+00 3.893049383956213916e+00 -3.412874119651969629e+00 -9.210156569999999476e+01 -9.720844010000000424e+01 -2.096535749999999894e+02 -2.245959369999999922e+02
1.400000000000000000e+01 -1.676766628655542490e+00 -1.097831650396586589e+00 3.640265428966738881e+00 -4.230209667856251521e+00 -1.315846490000000024e+01 -6.109901289999999818e+01 -7.383149500000000387e+01 -1.552134320000000116e+02
1.500000000000000000e+01 -4.912195825839970276e+00 1.097733181540352376e-01 -2.195351364211505008e+00 -3.876734233351850634e+00 -2.853885400000000061e+01 -8.785575849999999321e+01 -9.781570609999999988e+01 -1.360540530000000103e+02
1.600000000000000000e+01 2.894344839954358761e+00 3.147222545461730192e+00 3.018722776357281035e+00 5.322999510565997738e-01 -4.034242249999999785e+01 4.123335960000000000e+01 -6.788144450000000063e+01 4.053535289999999947e+01
1.700000000000000000e+01 2.639802003895459492e+00 -1.980870777401385396e+00 -6.453785695789138188e-01 3.027228469189855886e+00 4.978353820000000240e+01 6.124424880000000115e+01 1.267245790000000056e+02 1.199972450000000066e+02
1.800000000000000000e+01 2.946334343768658215e+00 -1.005150144244641996e+00 -2.923588268841056603e+00 3.862104823522098940e-01 1.711123949999999994e+01 8.373109829999999931e+01 3.592477480000000156e+01 1.878313149999999894e+02
1.900000000000000000e+01 3.707329141103954839e+00 3.935950437201185537e-02 3.576192221023076101e+00 1.561112065893577316e+00 1.016720399999999991e+01 5.255367189999999766e+01 3.692509189999999819e+01 5.489068809999999843e+01
