-2.211308039854371188e+00 -3.619713753518100319e+00 -3.926646322392764787e+00 -8.660955665013680971e-02 5.136567269999999752e+01 -2.967891579999999863e+01 9.486425909999999817e+01 -2.213332049999999995e+01
1.832821942540392435e+00 1.700608815776270433e+00 -3.406248466897629612e+00 2.273758727570888816e+00 -4.455337580000000131e+00 5.733572800000000314e+01 1.949524110000000121e+01 1.322535499999999900e+02
3.282275893977259607e+00 -1.919200841460783735e+00 3.583136291050911915e+00 1.778362342164315102e+00 3.362663100000000327e+01 5.442856780000000327e+01 8.378287899999999411e+01 7.139006600000000446e+01
3.635531195813951122e+00 -3.504387062049111101e+00 -1.975440829586148084e+00 3.830301542513292468e+00 8.176927829999999631e+01 8.737696320000000583e+01 1.954794200000000046e+02 1.758720360000000085e+02
3.928191219403988299e+00 1.772687157688559445e+00 -3.452691964057756024e+00 1.000814727867638254e-02 -1.686200189999999921e+01 1.036776720000000012e+02 -2.961928149999999960e+01 2.186873699999999872e+02
1.004392974482728462e+00 -2.304842080038245200e+00 2.598327232422975364e+00 9.541243733073550004e-01 3.917128430000000350e+01 1.151663439999999916e+01 8.366455030000000193e+01 1.070981919999999948e-01
-1.793755272143381596e+00 1.803134668457012424e+00 1.402170761640332053e+00 -1.961836233097642435e-01 -2.761751100000000037e+01 -4.502918439999999833e+01 -5.272491870000000347e+01 -9.414507589999999482e+01
1.617844144190982547e+00 -2.625983616975289259e+00 8.277997495414917140e-01 2.644492651703111541e+00 5.604918130000000076e+01 3.223652719999999761e+01 1.337808709999999905e+02 5.267971680000000134e+01
3.092717869008159148e+00 -1.945107519219940073e+00 -1.594240300698297474e+00 -2.487131861284703760e+00 1.273192829999999987e+01 7.293198710000000062e+01 -5.346904330000000094e+00 1.475883750000000134e+02
1.626080702985468029e+00 2.683896187520738330e+00 -2.488554941567274525e+00 -2.361261816902747057e+00 -5.321825479999999686e+01 5.112574459999999732e+01 -1.246081410000000034e+02 1.152128560000000022e+02
-8.536126436649924543e-01 -1.385187757940937736e+00 -1.953072602997090179e+00 -4.674645945842135220e-01 1.690618380000000087e+01 -8.791521469999999283e+00 2.595381869999999935e+01 7.646034470000000194e-02
1.302935498922788149e+00 1.787523385314923274e+00 -1.020519388564489205e+00 -1.928315178564099064e+00 -3.881581899999999763e+01 3.392274880000000081e+01 -9.356741460000000643e+01 7.092283729999999764e+01
3.068132038197764366e+00 -1.391236262477813845e+00 1.610301784123765678e+00 2.864874167846031661e+00 3.720109409999999883e+01 5.807459699999999714e+01 1.019800189999999986e+02 9.406130140000000495e+01
-6.225886690858484229e-01 -1.405687869923237798e+00 1.506493322788309719e+00 -2.133283365839055534e+00 6.747458560000000105e+00 -1.958479679999999945e+01 -1.223378059999999934e+01 -4.880579589999999968e+01
-1.755306515777555809e+00 3.149182630922330084e+00 -3.655170686639326760e+00 -2.792160256147607100e+00 -7.032332490000000291e+01 -1.160309449999999920e+01 -1.604743430000000046e+02 1.023849710000000002e+01
2.321613097495707656e+00 3.509870824225244768e+00 3.156133175518623268e+00 1.083405325002085640e+00 -4.535859860000000054e+01 3.146503969999999839e+01 -6.962405699999999342e+01 3.227303129999999953e+01
2.292552811776173982e-01 -7.538695770807573027e-01 1.172566948155660427e+00 3.559165791993128991e+00 3.616990659999999735e+01 -2.166492839999999975e-01 1.081380520000000018e+02 -9.457046829999999460e+00
2.531044366664676915e+00 -3.802675758218209801e+00 -3.181302069802356414e+00 -2.102254096612386824e+00 4.428847939999999994e+01 6.782518869999999822e+01 5.787172089999999969e+01 1.517131550000000004e+02
-3.806023233117991289e+00 -1.352426597922919527e+00 2.830658103935383529e+00 -5.224882594920678969e-01 2.408264009999999899e+01 -9.318308899999999539e+01 3.891845380000000176e+01 -1.944734359999999924e+02
4.913000739282606943e-01 -3.481073527087721331e+00 1.334879420764321978e+00 -1.052612241541276639e+00 4.336202610000000135e+01 7.466336120000000243e+00 6.745580160000000092e+01 2.507418139999999962e+00
