0.000000000000000000e+00 3.446104146592475104e+00 5.524534263211631213e-01 2.918761319371458107e+00 1.974068220234802773e+00 -8.680831449999999450e+00 4.755799069999999773e+01 -3.690881559999999784e+00 5.253680419999999884e+01
1.000000000000000000e+00 -4.583025406566770599e+00 -4.512738550508852420e+00 -1.101081500348173314e+00 2.995332993114148579e+00 4.828103839999999991e+01 -1.137640899999999959e+02 6.814994539999999290e+01 -1.297936799999999948e+02
2.000000000000000000e+00 4.240623519517798812e+00 3.501061603629835872e+00 -1.177018979297468348e-01 8.479636511744637062e-01 -9.565262559999999326e+01 1.521841259999999920e+02 -1.083701570000000061e+02 1.689116579999999885e+02
3.000000000000000000e+00 -3.848502910497394680e+00 3.135399011556799564e+00 -2.494205115404700912e+00 1.048295507918959757e+00 -1.721208750000000065e-01 -1.983752619999999922e+02 -9.454996910000000199e+00 -2.087944779999999980e+02
4.000000000000000000e+00 -3.866569331582803137e+00 4.041364309663444843e+00 2.198094043111322726e+00 2.309706825890591730e+00 -9.684566710000000000e+01 1.076556790000000063e+02 -9.878951229999999839e+01 8.717795950000000005e+01
5.000000000000000000e+00 3.245407126010158905e+00 1.557898676785677061e+00 -4.472114754549839866e+00 -1.234942076713598791e+00 5.129268569999999983e+01 -9.566607120000000464e+01 4.663856539999999740e+01 -6.962718300000000227e+01
6.000000000000000000e+00 4.247635370118150178e-01 -3.686076816126807820e+00 2.119767265415603674e+00 -3.436012404660711006e+00 -5.235207510000000042e+01 9.864853479999999308e+01 -5.663964250000000078e+01 8.782172250000000702e+01
7.000000000000000000e+00 -2.954340083319987542e+00 6.236589848930105262e-01 -1.035248681513925018e+00 4.827825582967388840e+00 5.359339519999999801e+00 -1.475112809999999968e+02 1.638178939999999884e+01 -1.560214339999999993e+02
8.000000000000000000e+00 -1.146722831813348442e+00 -3.177341396774049365e+00 -4.847289711665245804e-01 -1.913592459531250345e+00 -1.671717960000000147e+01 1.281743419999999958e+02 -2.414524760000000114e+01 1.268566050000000018e+02
9.000000000000000000e+00 -4.792675349117784478e+00 -2.861458972617900720e+00 -4.425840601722473622e+00 2.137344441296297859e+00 -3.639829859999999684e+01 -1.887465070000000082e+02 -3.080826719999999952e+01 -1.971710239999999885e+02
1.000000000000000000e+01 -1.097451825728912311e-01 3.686007296474473449e+00 2.512100087383201341e+00 -7.276500533060712428e-01 -7.682566420000000562e+01 1.595405949999999962e+02 -9.891413729999999305e+01 1.482490459999999928e+02
1.100000000000000000e+01 2.156854947977916659e+00 -4.607697824731433300e+00 3.000949504438452209e+00 -4.890726329390401084e+00 7.813088290000000313e+01 -1.503606200000000115e+02 7.623438830000000621e+01 -1.487168969999999888e+02
1.200000000000000000e+01 1.397230794778278273e+00 -3.499681741722846517e+00 -2.708918778138897032e+00 -3.376645153036941238e+00 -8.396909119999999405e+01 1.485417799999999886e+02 -9.207521079999999358e+01 1.573093029999999999e+02
1.300000000000000000e+01 -3.091621338648415929e+00 4.810385470373203631e+00 1.133487770612511270e+00 -3.419105006620056564e+00 -8.961862729999999999e+00 -1.841326840000000118e+02 -3.795552219999999721e+01 -1.964360770000000116e+02
1.400000000000000000e+01 -2.183637557815827357e+00 4.310960866784064649e+00 -3.391619891736556980e-01 -3.811005412465913178e+00 -8.729238159999999880e+01 1.239357569999999953e+02 -1.085572860000000048e+02 1.136371780000000058e+02
1.500000000000000000e+01 -3.845948524665022461e+00 9.260303312519067021e-01 4.212823839594900477e+00 -4.261496300057205922e+00 4.726103739999999931e+01 -1.823127430000000118e+02 3.171372080000000082e+01 -2.028784789999999987e+02
1.600000000000000000e+01 -1.960847108340305844e+00 4.735619346266901175e+00 -3.147250478068635005e-01 -1.879067163184350520e+00 -1.270218210000000028e+02 1.159704839999999990e+02 -1.430067410000000052e+02 1.098513800000000060e+02
1.700000000000000000e+01 -1.612830616963267794e+00 -3.445687334013865843e+00 -1.148224383909055568e+00 2.601423520822045532e+00 1.253833630000000028e+02 -1.564705659999999909e+02 1.461769119999999873e+02 -1.609144450000000006e+02
1.800000000000000000e+01 1.928662741443392115e+00 3.355641322731655052e+00 3.595648875490910612e+00 1.096146517894863948e+00 -1.799019769999999880e+02 1.271369250000000051e+02 -1.890074879999999951e+02 1.221986959999999982e+02
1.900000000000000000e+01 -1.043129383672531940e+00 3.229563477121269344e+00 -9.082055378591160633e-01 2.024748341950295405e+00 1.139401880000000062e+02 -1.539665599999999870e+02 1.148810990000000061e+02 -1.535780120000000011e+02
2.000000000000000000e+01 2.579263098403142607e+00 -4.847355109951641872e+00 -9.326211524241498907e-01 -3.722254414025428559e+00 -1.115444059999999951e+02 1.558496330000000114e+02 -1.185244009999999975e+02 1.639223810000000014e+02
