0.000000000000000000e+00 -2.906377509196600428e-01 -3.920897567836700848e+00 -3.368233530501535178e+00 -1.986997131361145641e+00 3.897005920000000145e+01 -2.179042200000000040e+00 4.458348199999999650e+01 8.983021199999999595e+00 5.988397919999999885e+01 4.518516449999999907e+01
1.000000000000000000e+00 4.175939436910313773e+00 -3.216067560754949373e+00 4.032543442564422875e+00 9.715800379583949820e-02 2.970186629999999894e+01 6.000013760000000218e+01 3.654958659999999782e+01 7.327851099999999462e+01 6.989375019999999950e+01 1.014245650000000012e+02
2.000000000000000000e+00 -2.907150396755568966e+00 3.566216466730535828e+00 -2.020268671995904874e+00 -2.629527709222131193e+00 -3.718908280000000133e+01 -3.916973600000000033e+01 -7.726824480000000506e+01 -4.570703569999999871e+01 -1.721236920000000055e+02 -6.653711789999999837e+01
3.000000000000000000e+00 8.165603747916048150e-01 -1.121972278389795630e+00 -4.479638459425210328e-01 1.298801796116118901e+00 1.092416590000000021e+01 1.155791619999999931e+01 2.571643710000000027e+01 1.935527859999999833e+01 6.230032709999999696e+01 3.909909160000000128e+01
4.000000000000000000e+00 -3.697683607403938755e+00 1.394627515432440568e+00 -2.387220096759045340e+00 -2.427064246156446004e+00 -1.475423439999999964e+01 -5.167900709999999975e+01 -4.314686509999999942e+01 -6.366579060000000112e+01 -1.069334010000000035e+02 -9.642287299999999561e+01
5.000000000000000000e+00 4.327450434990318229e+00 -6.983678776356727624e-01 1.283541846605138481e+00 2.775426260811900470e+00 6.428629530000000258e+00 6.094657930000000334e+01 2.616998859999999993e+01 8.550443260000000123e+01 8.056837040000000627e+01 1.469492620000000045e+02
6.000000000000000000e+00 2.989434524360206069e-01 4.080790544776329298e+00 1.124814287086063125e+00 -2.311284149862722348e+00 -4.014930600000000283e+01 6.210286349999999622e+00 -7.729046309999999664e+01 1.854180319999999993e+00 -1.686511570000000120e+02 -6.230226430000000093e+00
7.000000000000000000e+00 3.756205529399119669e+00 3.331423561467577343e+00 7.737228325270795182e-02 -8.876780492593985272e-01 -3.096640409999999832e+01 5.411628180000000299e+01 -5.293112469999999803e+01 8.088386350000000391e+01 -1.073842130000000026e+02 1.476622189999999932e+02
8.000000000000000000e+00 3.239115712354934118e-01 2.793270146712796276e+00 2.799067695830268931e+00 -4.153698817826669831e+00 -2.744533279999999920e+01 5.475118509999999716e+00 -7.137359820000000354e+01 -9.699209789999999387e+00 -1.790885739999999942e+02 -4.259935329999999709e+01
9.000000000000000000e+00 -1.560455468031603843e+00 1.114354966210592934e+00 4.589346839007257373e+00 -4.535683759395703341e+00 -1.131585040000000042e+01 -2.165808790000000172e+01 -4.463584130000000272e+01 -5.983567430000000087e+01 -1.332123060000000123e+02 -1.511840390000000127e+02
1.000000000000000000e+01 -2.540660029118626539e+00 -7.912703046149793806e-02 9.566678232778791369e-01 6.285595234296303957e-01 8.183066129999999605e-01 -3.556686419999999771e+01 6.952433219999999636e+00 -5.811861470000000196e+01 2.015562870000000117e+01 -1.143525510000000054e+02
1.100000000000000000e+01 4.751266931481906042e+00 4.724978892781756201e+00 1.917480240133171421e-01 9.506307491417320676e-02 -4.331702870000000161e+01 6.972596599999999967e+01 -6.472809469999999976e+01 1.032142929999999978e+02 -1.175589089999999999e+02 1.876521290000000022e+02
1.200000000000000000e+01 3.203297704597332540e+00 -1.264680940814244536e-01 -3.609397833189134985e+00 -2.544425216804423684e+00 1.184304419999999913e+00 4.491580820000000074e+01 -9.427081129999999476e+00 8.669288670000000252e+01 -4.566347280000000097e+01 1.903585669999999936e+02
1.300000000000000000e+01 -3.135758272842843475e+00 -1.945911553116173032e+00 1.783597535525082378e+00 3.327956013878436536e+00 2.036397200000000041e+01 -4.349466180000000293e+01 5.778238069999999738e+01 -7.317183269999999595e+01 1.453226589999999874e+02 -1.482997239999999977e+02
1.400000000000000000e+01 -2.125976834485125977e-01 2.799740164030715128e+00 1.825358138562314991e+00 2.711112664412174134e+00 -2.776730450000000161e+01 -2.011827939999999870e+00 -2.227205969999999979e+01 -1.339509709999999920e+01 -8.963770399999999583e+00 -3.891609600000000313e+01
1.500000000000000000e+01 -4.949938822004168237e+00 -2.542414666855288274e-01 -3.052990718004586768e+00 4.979571967748105621e+00 2.758465810000000129e+00 -6.980235249999999780e+01 3.131089300000000009e+01 -9.037410619999999994e+01 1.169293389999999988e+02 -1.436093250000000126e+02
1.600000000000000000e+01 4.416939562983657197e-01 3.232949853576611687e+00 -4.013324944512067560e+00 3.812955014982454927e+00 -3.170958800000000011e+01 7.444105350000000065e+00 -1.856756920000000122e+01 3.413558499999999896e+01 1.199099840000000050e+01 9.370409180000000049e+01
1.700000000000000000e+01 2.502269603699748046e+00 2.400384749990436717e+00 -3.493946236564552166e+00 3.834515606710736435e+00 -2.274186539999999823e+01 3.573300030000000049e+01 -1.751246019999999959e+00 7.282911559999999440e+01 4.279818410000000029e+01 1.608924969999999917e+02
1.800000000000000000e+01 -5.272320637717786695e-01 2.293242617426429319e+00 4.787508638552026241e+00 2.870846434415533999e+00 -2.286483300000000085e+01 -6.720802469999999751e+00 -1.141112979999999943e+01 -3.651355920000000310e+01 1.483664629999999995e+01 -1.046248850000000061e+02
1.900000000000000000e+01 -3.625398102711589132e+00 3.145600442001081021e+00 -2.167427161133526958e+00 -1.774051569277338203e+00 -3.325753339999999980e+01 -4.967429589999999706e+01 -6.589962239999999838e+01 -6.070534659999999860e+01 -1.411215109999999981e+02 -9.301494780000000162e+01
2.000000000000000000e+01 -2.303044070038411384e+00 2.998622908083154570e+00 -1.862216680041175465e-01 -3.336581911939205725e+00 -3.089935090000000173e+01 -3.112486159999999913e+01 -7.078432420000000036e+01 -4.599945319999999782e+01 -1.689467779999999948e+02 -8.288319129999999291e+01
