-1.000000000000000000e+00 8.975453679999999324e+00 1.200139820000000052e-01 0.000000000000000000e+00
-9.899999999999999911e-01 8.885690540000000581e+00 1.176253520000000025e-01 0.000000000000000000e+00
-9.799999999999999822e-01 8.795927669999999310e+00 1.152607429999999988e-01 0.000000000000000000e+00
-9.699999999999999734e-01 8.706165040000000133e+00 1.129201529999999953e-01 0.000000000000000000e+00
-9.599999999999999645e-01 8.616402680000000203e+00 1.106035830000000053e-01 0.000000000000000000e+00
-9.499999999999999556e-01 8.526640560000000590e+00 1.083110330000000010e-01 0.000000000000000000e+00
-9.399999999999999467e-01 8.436878690000000347e+00 1.060425009999999973e-01 0.000000000000000000e+00
-9.299999999999999378e-01 8.347117069999999472e+00 1.037979869999999943e-01 0.000000000000000000e+00
-9.199999999999999289e-01 8.257355699999999743e+00 1.015774910000000059e-01 0.000000000000000000e+00
-9.099999999999999201e-01 8.167594559999999504e+00 9.938101259999999881e-02 0.000000000000000000e+00
-8.999999999999999112e-01 8.077833659999999583e+00 9.720855130000000122e-02 0.000000000000000000e+00
-8.899999999999999023e-01 7.988072999999999979e+00 9.506010680000000213e-02 0.000000000000000000e+00
-8.799999999999998934e-01 7.898312569999999866e+00 9.293567860000000180e-02 0.000000000000000000e+00
-8.699999999999998845e-01 7.808552370000000131e+00 9.083526629999999491e-02 0.000000000000000000e+00
-8.599999999999998757e-01 7.718792399999999887e+00 8.875886959999999826e-02 0.000000000000000000e+00
-8.499999999999998668e-01 7.629032660000000021e+00 8.670648810000000650e-02 0.000000000000000000e+00
-8.399999999999998579e-01 7.539273129999999767e+00 8.467812140000000043e-02 0.000000000000000000e+00
-8.299999999999998490e-01 7.449513829999999892e+00 8.267376919999999685e-02 0.000000000000000000e+00
-8.199999999999998401e-01 7.359754749999999568e+00 8.069343099999999602e-02 0.000000000000000000e+00
-8.099999999999998312e-01 7.269995879999999744e+00 7.873710659999999528e-02 0.000000000000000000e+00
-7.999999999999998224e-01 7.180237220000000420e+00 7.680479560000000316e-02 0.000000000000000000e+00
-7.899999999999998135e-01 7.090478769999999820e+00 7.489649760000000045e-02 0.000000000000000000e+00
-7.799999999999998046e-01 7.000720529999999719e+00 7.301221230000000395e-02 0.000000000000000000e+00
-7.699999999999997957e-01 6.910962490000000180e+00 7.115193929999999445e-02 0.000000000000000000e+00
-7.599999999999997868e-01 6.821204650000000314e+00 6.931567839999999703e-02 0.000000000000000000e+00
-7.499999999999997780e-01 6.731447020000000059e+00 6.750342909999999808e-02 0.000000000000000000e+00
-7.399999999999997691e-01 6.641689580000000426e+00 6.571519119999999492e-02 0.000000000000000000e+00
-7.299999999999997602e-01 6.551932329999999638e+00 6.395096440000000437e-02 0.000000000000000000e+00
-7.199999999999997513e-01 6.462175270000000360e+00 6.221074830000000028e-02 0.000000000000000000e+00
-7.099999999999997424e-01 6.372418409999999866e+00 6.049454249999999811e-02 0.000000000000000000e+00
-6.999999999999997335e-01 6.282661730000000055e+00 5.880234689999999653e-02 0.000000000000000000e+00
-6.899999999999997247e-01 6.192905230000000039e+00 5.713416100000000275e-02 0.000000000000000000e+00
-6.799999999999997158e-01 6.103148909999999816e+00 5.548998470000000155e-02 0.000000000000000000e+00
-6.699999999999997069e-01 6.013392770000000276e+00 5.386981750000000013e-02 0.000000000000000000e+00
-6.599999999999996980e-01 5.923636809999999642e+00 5.227365920000000277e-02 0.000000000000000000e+00
-6.499999999999996891e-01 5.833881019999999751e+00 5.070150959999999984e-02 0.000000000000000000e+00
-6.399999999999996803e-01 5.744125399999999715e+00 4.915336829999999990e-02 0.000000000000000000e+00
-6.299999999999996714e-01 5.654369950000000422e+00 4.762923499999999893e-02 0.000000000000000000e+00
-6.199999999999996625e-01 5.564614660000000157e+00 4.612910950000000121e-02 0.000000000000000000e+00
-6.099999999999996536e-01 5.474859539999999747e+00 4.465299150000000272e-02 0.000000000000000000e+00
-5.999999999999996447e-01 5.385104570000000201e+00 4.320088080000000080e-02 0.000000000000000000e+00
-5.899999999999996358e-01 5.295349759999999684e+00 4.177277699999999705e-02 0.000000000000000000e+00
-5.799999999999996270e-01 5.205595109999999970e+00 4.036867990000000267e-02 0.000000000000000000e+00
-5.699999999999996181e-01 5.115840610000000233e+00 3.898858940000000245e-02 0.000000000000000000e+00
-5.599999999999996092e-01 5.026086249999999644e+00 3.763250499999999665e-02 0.000000000000000000e+00
-5.499999999999996003e-01 4.936332049999999860e+00 3.630042659999999782e-02 0.000000000000000000e+00
-5.399999999999995914e-01 4.846577990000000113e+00 3.499235400000000329e-02 0.000000000000000000e+00
-5.299999999999995826e-01 4.756824070000000404e+00 3.370828680000000077e-02 0.000000000000000000e+00
-5.199999999999995737e-01 4.667070289999999844e+00 3.244822490000000281e-02 0.000000000000000000e+00
-5.099999999999995648e-01 4.577316640000000270e+00 3.121216809999999980e-02 0.000000000000000000e+00
-4.999999999999995559e-01 4.487563129999999845e+00 3.000011600000000028e-02 0.000000000000000000e+00
