3.224967354060125080e-02 2.309498993755078767e-03 5.278384283089532919e-02 2.782291344077459511e-02 -6.472496584008105569e-02 -4.597118464315247399e-02 -8.829734442084333224e-02 -6.326206000508528826e-02 -2.330272249981822988e-02 -1.276724191467666983e-02 3.731850066977578789e-02 1.051219692480740570e-01
3.218952602170628839e-05 3.608689893348248635e-06 -2.248816145667830065e-04 3.444343664635560366e-05 -1.291468518345094962e-01 -9.217810376254741145e-02 -1.761082608174760200e-01 -1.279795084291411866e-01 -4.615561703145104611e-02 -2.671995504836721658e-02 4.525845839355247327e-04 -1.756409188531753152e-04
3.221751605798481299e-02 2.305897227419204457e-03 5.300822902009545007e-02 2.778866744017082294e-02 -1.939149947863517132e-01 -1.385932811221466665e-01 -2.637087717595418268e-01 -1.943574184290049189e-01 -6.867278981443987462e-02 -4.219671908941614175e-02 3.710005701507234493e-02 1.043963413955203978e-01
6.431485125859106363e-05 7.206852441149150793e-06 -4.487616981209451624e-04 6.868624156185058633e-05 -2.582495824217895808e-01 -1.855269593512083037e-01 -3.499424099906942587e-01 -2.642890146559039866e-01 -9.002423580791417412e-02 -6.058890625922792872e-02 7.314448613060563556e-04 3.678851338107047911e-04
3.218542265030181065e-02 2.302305970934989676e-03 5.323161505419583828e-02 2.775462084341417252e-02 -3.229155190941787601e-01 -2.328118475713443769e-01 -4.356261475806065264e-01 -3.373828090848226546e-01 -1.106545010912504817e-01 -8.188758889802516538e-02 3.709144015380486797e-02 1.028100568687997096e-01
9.637616588022425673e-05 1.079451163185462501e-05 -6.716432021740217527e-04 1.027293581066989695e-04 -3.870161371579782239e-01 -2.809135255462780201e-01 -5.189728725320418290e-01 -4.164790433819682280e-01 -1.293092178367565848e-01 -1.080829343627295880e-01 8.665288384822553971e-04 1.552842467124096590e-03
3.215339317921296625e-02 2.298725204735399801e-03 5.345400396389243108e-02 2.772077269835937496e-02 -4.514291925661088611e-01 -3.295119559358219985e-01 -6.013378671803989439e-01 -5.005797584028053304e-01 -1.467252448352109329e-01 -1.388404642852389959e-01 3.727075685613860656e-02 1.003623346481184175e-01
1.283736079728110238e-04 1.437168702908417500e-05 -8.935291541368614804e-04 1.365737433074586831e-04 -5.151402791346281207e-01 -3.792450043561190753e-01 -6.802216692941925880e-01 -5.937335524187177249e-01 -1.611631204390853167e-01 -1.768967458278207505e-01 9.147357968581017098e-04 3.231277884588516433e-03
3.212142764485636376e-02 2.295154889657955583e-03 5.367539900413490633e-02 2.768712201996676933e-02 -5.791380349289129148e-01 -4.296253644319710241e-01 -7.575412585226769524e-01 -6.943132399651182896e-01 -1.736054713550947981e-01 -2.216201241086410423e-01 3.759604528381946253e-02 9.705040006208116854e-02
1.603071775364897362e-04 1.793841779531186941e-05 -1.114422793859230635e-03 1.702203870725151058e-04 -6.422881980363891463e-01 -4.814820265096295127e-01 -8.299604789018416584e-01 -8.079402871819564291e-01 -1.817251807967631971e-01 -2.766846870597527430e-01 9.603741162860074659e-04 5.172923631891875908e-03
3.208952577017311347e-02 2.291595006150797323e-03 5.389580294827280016e-02 2.765366772468327849e-02 -7.056890437972016539e-01 -5.341440006016698883e-01 -9.000133193275324794e-01 -9.323338049840963482e-01 -1.866795090269401936e-01 -3.412052201749109503e-01 3.799511154990894979e-02 9.285324553834928274e-02
