-1.468156940000000077e+00 1.262133130000000047e+00 1.015151559999999953e-01 1.741209470000000037e+00 -4.719916979999999818e+00 1.400966000000000022e+01
-4.475720610000000037e-04 -5.214662500000000287e-04 -1.730445159999999954e-02 1.734941400000000050e-02 -1.598851570000000066e+01 2.269623530000000144e+01
-1.471046700000000040e+00 1.264711600000000047e+00 1.034786250000000046e-01 1.742919930000000006e+00 -6.290022709999999684e+00 1.624991269999999943e+01
-1.321131679999999919e+00 1.135557520000000098e+00 8.959781710000000454e-02 1.568731080000000055e+00 -6.002706179999999669e+00 1.509858050000000063e+01
-1.336114900000000105e+00 1.148482570000000091e+00 9.114709360000000649e-02 1.585965250000000104e+00 -5.905108979999999619e+00 1.503544450000000055e+01
-1.334917249999999944e+00 1.147447399999999895e+00 9.100386929999999819e-02 1.584608720000000082e+00 -5.902872349999999990e+00 1.502636000000000038e+01
-1.335036949999999889e+00 1.147550990000000048e+00 9.101947759999999554e-02 1.584742890000000015e+00 -5.902079200000000192e+00 1.502584470000000039e+01
-1.334995020000000032e+00 1.147514769999999906e+00 9.101469010000000359e-02 1.584695160000000103e+00 -5.902252520000000224e+00 1.502588120000000060e+01
-1.334999210000000103e+00 1.147518400000000049e+00 9.101521379999999439e-02 1.584699880000000061e+00 -5.902250119999999711e+00 1.502589870000000083e+01
-1.335001179999999898e+00 1.147520110000000093e+00 9.101544340000000677e-02 1.584702119999999992e+00 -5.902256350000000040e+00 1.502591729999999970e+01
-1.335000989999999943e+00 1.147519940000000016e+00 9.101541829999999778e-02 1.584701899999999997e+00 -5.902257910000000329e+00 1.502591849999999951e+01
-1.335000769999999948e+00 1.147519750000000061e+00 9.101538979999999890e-02 1.584701659999999901e+00 -5.902259560000000072e+00 1.502591969999999932e+01
-1.335000790000000048e+00 1.147519760000000000e+00 9.101539290000000559e-02 1.584701680000000001e+00 -5.902259619999999707e+00 1.502591989999999988e+01
